file,candidate_source,note_index,pitch,ioi_from_prev_ticks,ioi_from_prev_sec,velocity,duration_ticks,duration_sec,onset_tick,onset_sec,next_ioi_ticks,next_ioi_sec,pedal1,pedal1_sample_tick,pedal1_sample_time_sec,pedal2,pedal2_sample_tick,pedal2_sample_time_sec,pedal3,pedal3_sample_tick,pedal3_sample_time_sec,pedal4,pedal4_sample_tick,pedal4_sample_time_sec,relative_path,composer,title,folder
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,65,71,611,0.611,59,774,0.774,18938,18.938,10,0.01,0,18938.0,18.938,0,18940.5,18.9405,0,18943.0,18.943,0,18945.5,18.9455,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,66,64,10,0.01,69,760,0.76,18948,18.948,16,0.016,0,18948.0,18.948,0,18952.0,18.952,0,18956.0,18.956,0,18960.0,18.96,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,67,67,16,0.016,46,1351,1.351,18964,18.964,595,0.595,0,18964.0,18.964,0,19112.75,19.11275,0,19261.5,19.2615,0,19410.25,19.41025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,68,72,595,0.595,66,759,0.759,19559,19.559,11,0.011,0,19559.0,19.559,0,19561.75,19.56175,0,19564.5,19.5645,0,19567.25,19.56725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,69,57,11,0.011,57,905,0.905,19570,19.57,611,0.611,0,19570.0,19.57,0,19722.75,19.72275,0,19875.5,19.8755,0,20028.25,20.02825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,70,62,611,0.611,58,940,0.94,20181,20.181,3,0.003,0,20181.0,20.181,0,20181.75,20.18175,0,20182.5,20.1825,0,20183.25,20.18325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,71,69,3,0.003,61,618,0.618,20184,20.184,10,0.01,0,20184.0,20.184,0,20186.5,20.1865,0,20189.0,20.189,0,20191.5,20.1915,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,72,65,10,0.01,55,335,0.335,20194,20.194,326,0.326,0,20194.0,20.194,0,20275.5,20.2755,0,20357.0,20.357,0,20438.5,20.4385,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,73,64,326,0.326,58,321,0.321,20520,20.52,273,0.273,0,20520.0,20.52,0,20588.25,20.58825,0,20656.5,20.6565,0,20724.75,20.72475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,74,74,273,0.273,69,400,0.4,20793,20.793,12,0.012,0,20793.0,20.793,0,20796.0,20.796,0,20799.0,20.799,0,20802.0,20.802,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,75,65,12,0.012,57,863,0.863,20805,20.805,291,0.291,0,20805.0,20.805,0,20877.75,20.87775,0,20950.5,20.9505,0,21023.25,21.02325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,76,72,291,0.291,62,386,0.386,21096,21.096,7,0.007,0,21096.0,21.096,0,21097.75,21.09775,0,21099.5,21.0995,0,21101.25,21.10125,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,77,64,7,0.007,47,281,0.281,21103,21.103,276,0.276,0,21103.0,21.103,0,21172.0,21.172,0,21241.0,21.241,0,21310.0,21.31,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,78,71,276,0.276,64,629,0.629,21379,21.379,40,0.04,0,21379.0,21.379,0,21389.0,21.389,0,21399.0,21.399,0,21409.0,21.409,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,79,62,40,0.04,49,347,0.347,21419,21.419,259,0.259,0,21419.0,21.419,0,21483.75,21.48375,0,21548.5,21.5485,0,21613.25,21.61325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,80,69,259,0.259,58,330,0.33,21678,21.678,12,0.012,0,21678.0,21.678,0,21681.0,21.681,0,21684.0,21.684,0,21687.0,21.687,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,81,60,12,0.012,51,343,0.343,21690,21.69,320,0.32,0,21690.0,21.69,0,21770.0,21.77,0,21850.0,21.85,0,21930.0,21.93,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,82,59,320,0.32,37,151,0.151,22010,22.01,0,0.0,0,22010.0,22.01,0,22010.0,22.01,0,22010.0,22.01,0,22010.0,22.01,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,83,67,0,0.0,54,754,0.754,22010,22.01,336,0.336,0,22010.0,22.01,68,22094.0,22.094,127,22178.0,22.178,127,22262.0,22.262,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,84,65,336,0.336,53,390,0.39,22346,22.346,304,0.304,127,22346.0,22.346,127,22422.0,22.422,127,22498.0,22.498,127,22574.0,22.574,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,85,48,304,0.304,67,715,0.715,22650,22.65,4,0.004,127,22650.0,22.65,127,22651.0,22.651,127,22652.0,22.652,127,22653.0,22.653,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,86,60,4,0.004,62,1467,1.467,22654,22.654,24,0.024,127,22654.0,22.654,127,22660.0,22.66,127,22666.0,22.666,91,22672.0,22.672,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,87,64,24,0.024,48,332,0.332,22678,22.678,287,0.287,91,22678.0,22.678,41,22749.75,22.74975,66,22821.5,22.8215,98,22893.25,22.89325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,88,67,287,0.287,54,448,0.448,22965,22.965,321,0.321,127,22965.0,22.965,127,23045.25,23.04525,127,23125.5,23.1255,127,23205.75,23.20575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,89,50,321,0.321,76,888,0.888,23286,23.286,11,0.011,127,23286.0,23.286,127,23288.75,23.28875,114,23291.5,23.2915,114,23294.25,23.29425,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,90,65,11,0.011,65,312,0.312,23297,23.297,31,0.031,114,23297.0,23.297,114,23304.75,23.30475,92,23312.5,23.3125,92,23320.25,23.32025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,91,62,31,0.031,39,245,0.245,23328,23.328,279,0.279,92,23328.0,23.328,0,23397.75,23.39775,0,23467.5,23.4675,69,23537.25,23.53725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,92,64,279,0.279,52,622,0.622,23607,23.607,307,0.307,86,23607.0,23.607,95,23683.75,23.68375,109,23760.5,23.7605,109,23837.25,23.83725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,93,58,307,0.307,68,626,0.626,23914,23.914,1,0.001,90,23914.0,23.914,90,23914.25,23.91425,90,23914.5,23.9145,90,23914.75,23.91475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,94,52,1,0.001,74,723,0.723,23915,23.915,13,0.013,90,23915.0,23.915,90,23918.25,23.91825,90,23921.5,23.9215,90,23924.75,23.92475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,95,65,13,0.013,61,345,0.345,23928,23.928,310,0.31,77,23928.0,23.928,0,24005.5,24.0055,36,24083.0,24.083,66,24160.5,24.1605,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,96,67,310,0.31,65,344,0.344,24238,24.238,314,0.314,82,24238.0,24.238,89,24316.5,24.3165,89,24395.0,24.395,89,24473.5,24.4735,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,97,53,314,0.314,69,891,0.891,24552,24.552,1,0.001,74,24552.0,24.552,74,24552.25,24.55225,74,24552.5,24.5525,74,24552.75,24.55275,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,98,57,1,0.001,68,606,0.606,24553,24.553,2,0.002,74,24553.0,24.553,74,24553.5,24.5535,74,24554.0,24.554,74,24554.5,24.5545,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,99,69,2,0.002,68,338,0.338,24555,24.555,41,0.041,74,24555.0,24.555,74,24565.25,24.56525,64,24575.5,24.5755,64,24585.75,24.58575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,100,60,41,0.041,42,123,0.123,24596,24.596,269,0.269,47,24596.0,24.596,0,24663.25,24.66325,44,24730.5,24.7305,66,24797.75,24.79775,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,101,67,269,0.269,63,312,0.312,24865,24.865,294,0.294,71,24865.0,24.865,71,24938.5,24.9385,71,25012.0,25.012,71,25085.5,25.0855,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,102,69,294,0.294,64,359,0.359,25159,25.159,18,0.018,59,25159.0,25.159,59,25163.5,25.1635,48,25168.0,25.168,48,25172.5,25.1725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,103,65,18,0.018,41,837,0.837,25177,25.177,4,0.004,48,25177.0,25.177,48,25178.0,25.178,48,25179.0,25.179,48,25180.0,25.18,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,104,62,4,0.004,53,706,0.706,25181,25.181,276,0.276,48,25181.0,25.181,52,25250.0,25.25,68,25319.0,25.319,72,25388.0,25.388,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,105,55,276,0.276,62,167,0.167,25457,25.457,9,0.009,72,25457.0,25.457,72,25459.25,25.45925,72,25461.5,25.4615,72,25463.75,25.46375,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,106,71,9,0.009,69,349,0.349,25466,25.466,129,0.129,72,25466.0,25.466,72,25498.25,25.49825,72,25530.5,25.5305,72,25562.75,25.56275,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,107,53,129,0.129,63,212,0.212,25595,25.595,160,0.16,72,25595.0,25.595,72,25635.0,25.635,71,25675.0,25.675,63,25715.0,25.715,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,108,52,160,0.16,66,763,0.763,25755,25.755,0,0.0,30,25755.0,25.755,30,25755.0,25.755,30,25755.0,25.755,30,25755.0,25.755,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,109,55,0,0.0,64,367,0.367,25755,25.755,7,0.007,30,25755.0,25.755,30,25756.75,25.75675,30,25758.5,25.7585,30,25760.25,25.76025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,110,72,7,0.007,73,2708,2.708,25762,25.762,311,0.311,30,25762.0,25.762,0,25839.75,25.83975,0,25917.5,25.9175,62,25995.25,25.99525,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,111,67,311,0.311,60,409,0.409,26073,26.073,312,0.312,84,26073.0,26.073,91,26151.0,26.151,92,26229.0,26.229,92,26307.0,26.307,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,112,57,312,0.312,73,684,0.684,26385,26.385,10,0.01,89,26385.0,26.385,89,26387.5,26.3875,89,26390.0,26.39,89,26392.5,26.3925,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,113,60,10,0.01,58,1204,1.204,26395,26.395,1,0.001,86,26395.0,26.395,86,26395.25,26.39525,86,26395.5,26.3955,86,26395.75,26.39575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,114,65,1,0.001,62,303,0.303,26396,26.396,318,0.318,86,26396.0,26.396,66,26475.5,26.4755,0,26555.0,26.555,0,26634.5,26.6345,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,115,64,318,0.318,50,449,0.449,26714,26.714,287,0.287,0,26714.0,26.714,0,26785.75,26.78575,0,26857.5,26.8575,0,26929.25,26.92925,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,116,50,287,0.287,74,782,0.782,27001,27.001,8,0.008,0,27001.0,27.001,0,27003.0,27.003,0,27005.0,27.005,0,27007.0,27.007,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,117,65,8,0.008,63,658,0.658,27009,27.009,317,0.317,0,27009.0,27.009,0,27088.25,27.08825,0,27167.5,27.1675,0,27246.75,27.24675,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,118,57,317,0.317,57,299,0.299,27326,27.326,283,0.283,0,27326.0,27.326,0,27396.75,27.39675,0,27467.5,27.4675,0,27538.25,27.53825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,119,62,283,0.283,65,345,0.345,27609,27.609,3,0.003,0,27609.0,27.609,0,27609.75,27.60975,0,27610.5,27.6105,0,27611.25,27.61125,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,120,59,3,0.003,54,318,0.318,27612,27.612,6,0.006,0,27612.0,27.612,0,27613.5,27.6135,0,27615.0,27.615,0,27616.5,27.6165,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,121,55,6,0.006,49,900,0.9,27618,27.618,292,0.292,0,27618.0,27.618,41,27691.0,27.691,65,27764.0,27.764,88,27837.0,27.837,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,122,60,292,0.292,58,72,0.072,27910,27.91,284,0.284,100,27910.0,27.91,103,27981.0,27.981,103,28052.0,28.052,103,28123.0,28.123,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,123,71,284,0.284,63,1176,1.176,28194,28.194,18,0.018,91,28194.0,28.194,91,28198.5,28.1985,91,28203.0,28.203,91,28207.5,28.2075,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,124,62,18,0.018,49,864,0.864,28212,28.212,0,0.0,86,28212.0,28.212,86,28212.0,28.212,86,28212.0,28.212,86,28212.0,28.212,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,125,67,0,0.0,40,95,0.095,28212,28.212,95,0.095,86,28212.0,28.212,80,28235.75,28.23575,73,28259.5,28.2595,65,28283.25,28.28325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,126,67,95,0.095,4,2365,2.365,28307,28.307,215,0.215,55,28307.0,28.307,0,28360.75,28.36075,0,28414.5,28.4145,0,28468.25,28.46825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,127,57,215,0.215,50,471,0.471,28522,28.522,292,0.292,0,28522.0,28.522,0,28595.0,28.595,0,28668.0,28.668,0,28741.0,28.741,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,128,55,292,0.292,50,306,0.306,28814,28.814,281,0.281,0,28814.0,28.814,45,28884.25,28.88425,69,28954.5,28.9545,87,29024.75,29.02475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,129,53,281,0.281,50,52,0.052,29095,29.095,310,0.31,104,29095.0,29.095,109,29172.5,29.1725,109,29250.0,29.25,105,29327.5,29.3275,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,130,52,310,0.31,46,298,0.298,29405,29.405,1,0.001,93,29405.0,29.405,93,29405.25,29.40525,93,29405.5,29.4055,93,29405.75,29.40575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
