file,relative_path,status,error,midi_type,ticks_per_beat,tempo_change_count,note_count,unique_onset_count,ioi_count,cc64_event_count,cc64_channel_distribution,cc64_track_distribution,note_channel_distribution,channel_conflict_count,track_conflict_count,drum_note_count,cc64_events_before_first_onset,cc64_events_at_or_after_last_onset,long_ioi_count_gt_5s,max_ioi_duration_sec,baseline_64_up_count,baseline_64_down_count,baseline_64_transition_count,baseline_64_main_ioi_up_count,baseline_64_main_ioi_down_count,baseline_64_main_ioi_transition_count,baseline_64_transitions_before_first_onset,baseline_64_transitions_at_or_after_last_onset,baseline_64_two_slot_coverage,baseline_64_rapid_reversal_25ms,baseline_64_near_threshold_rapid_25ms,baseline_64_rapid_reversal_50ms,baseline_64_near_threshold_rapid_50ms,baseline_64_rapid_reversal_100ms,baseline_64_near_threshold_rapid_100ms,baseline_64_rapid_reversal_200ms,baseline_64_near_threshold_rapid_200ms,narrow_68_60_up_count,narrow_68_60_down_count,narrow_68_60_transition_count,narrow_68_60_main_ioi_up_count,narrow_68_60_main_ioi_down_count,narrow_68_60_main_ioi_transition_count,narrow_68_60_transitions_before_first_onset,narrow_68_60_transitions_at_or_after_last_onset,narrow_68_60_two_slot_coverage,narrow_68_60_rapid_reversal_25ms,narrow_68_60_near_threshold_rapid_25ms,narrow_68_60_rapid_reversal_50ms,narrow_68_60_near_threshold_rapid_50ms,narrow_68_60_rapid_reversal_100ms,narrow_68_60_near_threshold_rapid_100ms,narrow_68_60_rapid_reversal_200ms,narrow_68_60_near_threshold_rapid_200ms,wide_72_56_up_count,wide_72_56_down_count,wide_72_56_transition_count,wide_72_56_main_ioi_up_count,wide_72_56_main_ioi_down_count,wide_72_56_main_ioi_transition_count,wide_72_56_transitions_before_first_onset,wide_72_56_transitions_at_or_after_last_onset,wide_72_56_two_slot_coverage,wide_72_56_rapid_reversal_25ms,wide_72_56_near_threshold_rapid_25ms,wide_72_56_rapid_reversal_50ms,wide_72_56_near_threshold_rapid_50ms,wide_72_56_rapid_reversal_100ms,wide_72_56_near_threshold_rapid_100ms,wide_72_56_rapid_reversal_200ms,wide_72_56_near_threshold_rapid_200ms,transition_count_0_iois,transition_count_1_iois,transition_count_2_iois,transition_count_3_iois,transition_count_4plus_iois,overflow_ioi_count,overflow_ioi_ratio,same_timestamp_opposite_transition_count,continuously_off_ioi_count,continuously_on_ioi_count,partially_on_ioi_count,ever_on_ioi_count,baseline_rapid_rate_per_1000_iois,baseline_near_threshold_rapid_rate_per_1000_iois,baseline_transition_rate_per_1000_iois,warnings,near_threshold_rate_empirical_p95,transition_rate_empirical_p95,high_near_threshold_crossing_rate,high_transition_rate
21-3.mid,third_party/PianistTransformer/data/midis/testset/human/21-3.mid,analyzed,,0,384,1,4831,4768,4767,1533,"{""0"": 1533}","{""0"": 1533}","{""0"": 4831}",0,0,0,8,98,0,1.6813551562499924,118,118,236,117,117,234,1,1,0.999790224459828,7,7,16,12,56,14,99,14,111,111,222,110,110,220,1,1,0.999790224459828,0,0,3,1,40,6,89,6,103,103,206,102,102,204,1,1,0.999790224459828,0,0,0,0,29,0,81,0,4591,119,56,1,0,1,0.00020977554017201594,0,61,4536,170,4706,20.767778477029577,2.9368575624082234,49.50702748059576,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-4.mid,third_party/PianistTransformer/data/midis/testset/human/21-4.mid,analyzed,,0,384,1,4831,4768,4767,1533,"{""0"": 1533}","{""0"": 1533}","{""0"": 4831}",0,0,0,8,98,0,1.6813551562499924,118,118,236,117,117,234,1,1,0.999790224459828,7,7,16,12,56,14,99,14,111,111,222,110,110,220,1,1,0.999790224459828,0,0,3,1,40,6,89,6,103,103,206,102,102,204,1,1,0.999790224459828,0,0,0,0,29,0,81,0,4591,119,56,1,0,1,0.00020977554017201594,0,61,4536,170,4706,20.767778477029577,2.9368575624082234,49.50702748059576,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-5.mid,third_party/PianistTransformer/data/midis/testset/human/21-5.mid,analyzed,,0,384,1,4831,4768,4767,1533,"{""0"": 1533}","{""0"": 1533}","{""0"": 4831}",0,0,0,8,98,0,1.6813551562499924,118,118,236,117,117,234,1,1,0.999790224459828,7,7,16,12,56,14,99,14,111,111,222,110,110,220,1,1,0.999790224459828,0,0,3,1,40,6,89,6,103,103,206,102,102,204,1,1,0.999790224459828,0,0,0,0,29,0,81,0,4591,119,56,1,0,1,0.00020977554017201594,0,61,4536,170,4706,20.767778477029577,2.9368575624082234,49.50702748059576,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-6.mid,third_party/PianistTransformer/data/midis/testset/human/21-6.mid,analyzed,,0,384,1,4831,4768,4767,1533,"{""0"": 1533}","{""0"": 1533}","{""0"": 4831}",0,0,0,8,98,0,1.6813551562499924,118,118,236,117,117,234,1,1,0.999790224459828,7,7,16,12,56,14,99,14,111,111,222,110,110,220,1,1,0.999790224459828,0,0,3,1,40,6,89,6,103,103,206,102,102,204,1,1,0.999790224459828,0,0,0,0,29,0,81,0,4591,119,56,1,0,1,0.00020977554017201594,0,61,4536,170,4706,20.767778477029577,2.9368575624082234,49.50702748059576,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-7.mid,third_party/PianistTransformer/data/midis/testset/human/21-7.mid,analyzed,,0,384,1,4644,4578,4577,2695,"{""0"": 2695}","{""0"": 2695}","{""0"": 4644}",0,0,0,8,95,0,1.6493039062499975,141,141,282,140,140,280,1,1,1.0,10,9,22,18,77,24,120,24,124,124,248,123,123,246,1,1,1.0,0,0,4,0,44,5,98,6,115,115,230,114,114,228,1,1,1.0,0,0,2,0,28,0,89,0,4367,140,70,0,0,0,0.0,0,94,4277,206,4483,26.218046755516713,5.243609351103343,61.61240987546428,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-8.mid,third_party/PianistTransformer/data/midis/testset/human/21-8.mid,analyzed,,0,384,1,4644,4578,4577,2695,"{""0"": 2695}","{""0"": 2695}","{""0"": 4644}",0,0,0,8,95,0,1.6493039062499975,141,141,282,140,140,280,1,1,1.0,10,9,22,18,77,24,120,24,124,124,248,123,123,246,1,1,1.0,0,0,4,0,44,5,98,6,115,115,230,114,114,228,1,1,1.0,0,0,2,0,28,0,89,0,4367,140,70,0,0,0,0.0,0,94,4277,206,4483,26.218046755516713,5.243609351103343,61.61240987546428,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-9.mid,third_party/PianistTransformer/data/midis/testset/human/21-9.mid,analyzed,,0,384,1,4644,4578,4577,2695,"{""0"": 2695}","{""0"": 2695}","{""0"": 4644}",0,0,0,8,95,0,1.6493039062499975,141,141,282,140,140,280,1,1,1.0,10,9,22,18,77,24,120,24,124,124,248,123,123,246,1,1,1.0,0,0,4,0,44,5,98,6,115,115,230,114,114,228,1,1,1.0,0,0,2,0,28,0,89,0,4367,140,70,0,0,0,0.0,0,94,4277,206,4483,26.218046755516713,5.243609351103343,61.61240987546428,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-10.mid,third_party/PianistTransformer/data/midis/testset/human/21-10.mid,analyzed,,0,384,1,4644,4578,4577,2695,"{""0"": 2695}","{""0"": 2695}","{""0"": 4644}",0,0,0,8,95,0,1.6493039062499975,141,141,282,140,140,280,1,1,1.0,10,9,22,18,77,24,120,24,124,124,248,123,123,246,1,1,1.0,0,0,4,0,44,5,98,6,115,115,230,114,114,228,1,1,1.0,0,0,2,0,28,0,89,0,4367,140,70,0,0,0,0.0,0,94,4277,206,4483,26.218046755516713,5.243609351103343,61.61240987546428,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-11.mid,third_party/PianistTransformer/data/midis/testset/human/21-11.mid,analyzed,,0,384,1,4644,4578,4577,2695,"{""0"": 2695}","{""0"": 2695}","{""0"": 4644}",0,0,0,8,95,0,1.6493039062499975,141,141,282,140,140,280,1,1,1.0,10,9,22,18,77,24,120,24,124,124,248,123,123,246,1,1,1.0,0,0,4,0,44,5,98,6,115,115,230,114,114,228,1,1,1.0,0,0,2,0,28,0,89,0,4367,140,70,0,0,0,0.0,0,94,4277,206,4483,26.218046755516713,5.243609351103343,61.61240987546428,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-12.mid,third_party/PianistTransformer/data/midis/testset/human/21-12.mid,analyzed,,0,384,1,4644,4578,4577,2695,"{""0"": 2695}","{""0"": 2695}","{""0"": 4644}",0,0,0,8,95,0,1.6493039062499975,141,141,282,140,140,280,1,1,1.0,10,9,22,18,77,24,120,24,124,124,248,123,123,246,1,1,1.0,0,0,4,0,44,5,98,6,115,115,230,114,114,228,1,1,1.0,0,0,2,0,28,0,89,0,4367,140,70,0,0,0,0.0,0,94,4277,206,4483,26.218046755516713,5.243609351103343,61.61240987546428,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-13.mid,third_party/PianistTransformer/data/midis/testset/human/21-13.mid,analyzed,,0,384,1,4644,4578,4577,2695,"{""0"": 2695}","{""0"": 2695}","{""0"": 4644}",0,0,0,8,95,0,1.6493039062499975,141,141,282,140,140,280,1,1,1.0,10,9,22,18,77,24,120,24,124,124,248,123,123,246,1,1,1.0,0,0,4,0,44,5,98,6,115,115,230,114,114,228,1,1,1.0,0,0,2,0,28,0,89,0,4367,140,70,0,0,0,0.0,0,94,4277,206,4483,26.218046755516713,5.243609351103343,61.61240987546428,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-14.mid,third_party/PianistTransformer/data/midis/testset/human/21-14.mid,analyzed,,0,384,1,4644,4578,4577,2695,"{""0"": 2695}","{""0"": 2695}","{""0"": 4644}",0,0,0,8,95,0,1.6493039062499975,141,141,282,140,140,280,1,1,1.0,10,9,22,18,77,24,120,24,124,124,248,123,123,246,1,1,1.0,0,0,4,0,44,5,98,6,115,115,230,114,114,228,1,1,1.0,0,0,2,0,28,0,89,0,4367,140,70,0,0,0,0.0,0,94,4277,206,4483,26.218046755516713,5.243609351103343,61.61240987546428,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
22-0.mid,third_party/PianistTransformer/data/midis/testset/human/22-0.mid,analyzed,,1,384,1,1834,1798,1797,2112,"{""0"": 2112}","{""1"": 2112}","{""0"": 1834}",0,0,0,10,11,0,1.3138020833333357,252,253,505,251,251,502,1,2,1.0,1,1,3,1,97,1,203,1,251,252,503,250,250,500,1,2,1.0,0,0,3,0,89,0,194,0,251,252,503,250,250,500,1,2,1.0,0,0,1,0,82,0,190,0,1317,458,22,0,0,0,0.0,0,358,964,475,1439,112.96605453533667,0.5564830272676683,281.0239287701725,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
22-1.mid,third_party/PianistTransformer/data/midis/testset/human/22-1.mid,analyzed,,1,384,1,1834,1798,1797,2112,"{""0"": 2112}","{""1"": 2112}","{""0"": 1834}",0,0,0,10,11,0,1.3138020833333357,252,253,505,251,251,502,1,2,1.0,1,1,3,1,97,1,203,1,251,252,503,250,250,500,1,2,1.0,0,0,3,0,89,0,194,0,251,252,503,250,250,500,1,2,1.0,0,0,1,0,82,0,190,0,1317,458,22,0,0,0,0.0,0,358,964,475,1439,112.96605453533667,0.5564830272676683,281.0239287701725,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
22-2.mid,third_party/PianistTransformer/data/midis/testset/human/22-2.mid,analyzed,,1,384,1,1829,1789,1788,3912,"{""0"": 3912}","{""1"": 3912}","{""0"": 1829}",0,0,0,1,2,0,1.761718750000007,241,242,483,241,240,481,1,1,0.9994407158836689,1,1,5,4,64,5,218,8,236,237,473,236,235,471,1,1,0.9994407158836689,1,1,2,2,48,3,193,3,229,230,459,229,228,457,1,1,0.9994407158836689,0,0,0,0,38,0,180,0,1327,442,18,1,0,1,0.0005592841163310962,0,249,1087,452,1539,121.92393736017897,4.47427293064877,270.13422818791946,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
22-3.mid,third_party/PianistTransformer/data/midis/testset/human/22-3.mid,analyzed,,1,384,1,1829,1789,1788,3912,"{""0"": 3912}","{""1"": 3912}","{""0"": 1829}",0,0,0,1,2,0,1.761718750000007,241,242,483,241,240,481,1,1,0.9994407158836689,1,1,5,4,64,5,218,8,236,237,473,236,235,471,1,1,0.9994407158836689,1,1,2,2,48,3,193,3,229,230,459,229,228,457,1,1,0.9994407158836689,0,0,0,0,38,0,180,0,1327,442,18,1,0,1,0.0005592841163310962,0,249,1087,452,1539,121.92393736017897,4.47427293064877,270.13422818791946,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
